name;short_name;E;Nu;Psi;Ecc;fb0/fc0;K;Visc;C1_x;C1_y;C2_x;C2_y;C3_x;C3_y;C4_x;C4_y;C5_x;C5_y;C6_x;C6_y;C7_x;C7_y;C8_x;C8_y;C9_x;C9_y;C10_x;C10_y;C11_x;C11_y;C12_x;C12_y;C13_x;C13_y;C14_x;C14_y;C15_x;C15_y;C16_x;C16_y;C17_x;C17_y;C18_x;C18_y;C19_x;C19_y;C20_x;C20_y;C21_x;C21_y;C22_x;C22_y;C23_x;C23_y;C24_x;C24_y;C25_x;C25_y;C26_x;C26_y;C27_x;C27_y;C28_x;C28_y;C29_x;C29_y;C30_x;C30_y;C31_x;C31_y;C32_x;C32_y;C33_x;C33_y;C34_x;C34_y;C35_x;C35_y;C36_x;C36_y;C37_x;C37_y;C38_x;C38_y;C39_x;C39_y;C40_x;C40_y;C41_x;C41_y;C42_x;C42_y;C43_x;C43_y;C44_x;C44_y;C45_x;C45_y;C46_x;C46_y;C47_x;C47_y;C48_x;C48_y;C49_x;C49_y;C50_x;C50_y;C51_x;C51_y;C52_x;C52_y;C53_x;C53_y;C54_x;C54_y;C55_x;C55_y;C56_x;C56_y;C57_x;C57_y;C58_x;C58_y;C59_x;C59_y;T1_x;T1_y;T2_x;T2_y;T3_x;T3_y;T4_x;T4_y;T5_x;T5_y;T6_x;T6_y;T7_x;T7_y;T8_x;T8_y;T9_x;T9_y;T10_x;T10_y;T11_x;T11_y;T12_x;T12_y;T13_x;T13_y;T14_x;T14_y;T15_x;T15_y;T16_x;T16_y;T17_x;T17_y;T18_x;T18_y;T19_x;T19_y;T20_x;T20_y;CD1_x;CD1_y;CD2_x;CD2_y;CD3_x;CD3_y;CD4_x;CD4_y;CD5_x;CD5_y;CD6_x;CD6_y;CD7_x;CD7_y;CD8_x;CD8_y;CD9_x;CD9_y;CD10_x;CD10_y;CD11_x;CD11_y;CD12_x;CD12_y;CD13_x;CD13_y;CD14_x;CD14_y;CD15_x;CD15_y;CD16_x;CD16_y;CD17_x;CD17_y;CD18_x;CD18_y;CD19_x;CD19_y;CD20_x;CD20_y;CD21_x;CD21_y;CD22_x;CD22_y;CD23_x;CD23_y;CD24_x;CD24_y;CD25_x;CD25_y;CD26_x;CD26_y;CD27_x;CD27_y;CD28_x;CD28_y;CD29_x;CD29_y;CD30_x;CD30_y;CD31_x;CD31_y;CD32_x;CD32_y;CD33_x;CD33_y;CD34_x;CD34_y;CD35_x;CD35_y;CD36_x;CD36_y;CD37_x;CD37_y;CD38_x;CD38_y;CD39_x;CD39_y;CD40_x;CD40_y;CD41_x;CD41_y;CD42_x;CD42_y;CD43_x;CD43_y;CD44_x;CD44_y;CD45_x;CD45_y;CD46_x;CD46_y;CD47_x;CD47_y;CD48_x;CD48_y;CD49_x;CD49_y;CD50_x;CD50_y;CD51_x;CD51_y;CD52_x;CD52_y;CD53_x;CD53_y;CD54_x;CD54_y;CD55_x;CD55_y;CD56_x;CD56_y;CD57_x;CD57_y;CD58_x;CD58_y;CD59_x;CD59_y;CD60_x;CD60_y;CD61_x;CD61_y;CD62_x;CD62_y;CD63_x;CD63_y;TD1_x;TD1_y;TD2_x;TD2_y;TD3_x;TD3_y;TD4_x;TD4_y;TD5_x;TD5_y;TD6_x;TD6_y;TD7_x;TD7_y;TD8_x;TD8_y;TD9_x;TD9_y;TD10_x;TD10_y;TD11_x;TD11_y;TD12_x;TD12_y;TD13_x;TD13_y;TD14_x;TD14_y;TD15_x;TD15_y
concrete_c30;C30;33000;0.19;30;0.1;1.16;0.666;0.0001;9;0;10.6;0.0000117;14.8;0.0000542;18.4231031;0.000118039;21.43611604;0.00020132;23.92342524;0.000302349;25.92969032;0.000419618;27.49465165;0.000551785;28.65378947;0.000697653;29.4388799;0.000856148;29.87846597;0.001026308;29.99825867;0.001207264;29.82147965;0.001398232;29.36915539;0.001598502;28.66037061;0.001807431;27.71248733;0.002024431;26.54133499;0.002248969;25.16137589;0.002480556;23.58584966;0.002718746;21.82689979;0.002963128;21.32141837;0.003030192;18.69707003;0.00342379;16.67632941;0.00379701;15.07905429;0.004155934;13.78793107;0.004504522;12.72379761;0.004845447;11.83161422;0.005180567;11.07212291;0.005511207;10.41669664;0.005838334;9.844053548;0.006162666;9.338100456;0.006484747;8.886482195;0.006804994;8.479583903;0.007123731;8.109831333;0.007441213;7.771191432;0.007757646;7.458810138;0.008073192;7.168745902;0.008387984;6.897771006;0.008702132;6.64322166;0.009015726;6.402883618;0.00932884;6.174904008;0.009641536;5.957722724;0.009953868;5.750018556;0.01026588;5.550666558;0.01057761;5.358704039;0.010889091;5.173303246;0.01120035;4.993749263;0.011511412;4.819422035;0.011822297;4.649781637;0.012133024;4.484356158;0.012443609;4.322731661;0.012754065;4.164543839;0.013064406;4.009471037;0.013374641;3.857228391;0.013684781;3.707562892;0.013994833;3.5602492;0.014304807;3.415086089;0.014614707;3.271893416;0.014924541;3.13050952;0.015234315;2.899878107;"	0";"	1.843493939";"	0.018168867";"	0.787109772";"	0.036337734";"	0.418567312";"	0.054506601";"	0.393945705";"	0.072675468";"	0.369324099";"	0.090844336";"	0.344702492";"	0.109013203";"	0.320080885";"	0.12718207";"	0.295459279";"	0.145350937";"	0.270837672";"	0.163519804";"	0.246216066";"	0.181688671";"	0.221594459";"	0.199857538";"	0.196972853";"	0.218026405";"	0.172351246";"	0.236195273";"	0.147729639";"	0.25436414";"	0.123108033";"	0.272533007";"	0.098486426";"	0.290701874";"	0.07386482";"	0.308870741";"	0.049243213";"	0.327039608";"	0.024621607";"	0.345208475 ";0;0;0.005892976;0.001398232;0.020971327;0.001598502;0.044598857;0.001807431;0.076196801;0.002024431;0.115237478;0.002248969;0.161238785;0.002480556;0.213759375;0.002718746;0.27239444;0.002963128;0.289244799;0.003030192;0.376728155;0.00342379;0.444090086;0.00379701;0.49733568;0.004155934;0.540375619;0.004504522;0.575848793;0.004845447;0.605589966;0.005180567;0.630907813;0.005511207;0.652756623;0.005838334;0.671845834;0.006162666;0.688711916;0.006484747;0.703766732;0.006804994;0.717330796;0.007123731;0.729656597;0.007441213;0.740945249;0.007757646;0.751358563;0.008073192;0.761027932;0.008387984;0.770060953;0.008702132;0.778546424;0.009015726;0.786558157;0.00932884;0.794157918;0.009641536;0.801397715;0.009953868;0.808321589;0.01026588;0.814967041;0.01057761;0.821366163;0.010889091;0.827546549;0.01120035;0.833532029;0.011511412;0.839343274;0.011822297;0.844998282;0.012133024;0.850512785;0.012443609;0.85590058;0.012754065;0.861173814;0.013064406;0.866343207;0.013374641;0.871418257;0.013684781;0.876407396;0.013994833;0.881318138;0.014304807;0.886157189;0.014614707;0.890930555;0.014924541;0.895643625;0.015234315;0.900301247;0.015544031;0.904907788;0.015853697;0.909467198;0.016163314;0.913983048;0.016472888;0.91845858;0.01678242;0.922896738;0.017091915;0.927300202;0.017401374;0.931671417;0.017710801;0.936012616;0.018020198;0.940325842;0.018329566;0.944612966;0.018638908;0.948875705;0.018948225;0.95311564;0.019257519;0.957334222;0.019566791;0.961532791;0.019876043;0;"	0";"	0.364285714";"	0.018168867";"	0.728571429";"	0.036337734";"	0.855660377";"	0.054506601";"	0.864150943";"	0.072675468";"	0.872641509";"	0.090844336";"	0.881132075";"	0.109013203";"	0.889622642";"	0.12718207";"	0.898113208";"	0.145350937";"	0.906603774";"	0.163519804";"	0.91509434";"	0.181688671";"	0.923584906";"	0.199857538";"	0.932075472";"	0.218026405";"	0.940566038";"	0.236195273";"	0.949056604";"	0.25436414"
concrete_c35;C35;34000;0.19;30;0.1;1.16;0.666;0.0001;10.49;0;17.52634141;0.000184618;20.88820782;0.000260764;23.8645198;0.00034825;26.46573709;0.000446769;28.70194444;0.000556023;30.58286831;0.000675726;32.11789262;0.000805603;33.31607371;0.000945387;34.1861545;0.001094821;34.73657794;0.001253657;34.97549976;0.001421654;34.91080058;0.001598582;34.55009742;0.001784216;33.90075463;0.001978339;32.96989426;0.002180742;31.76440599;0.002391222;30.29095647;0.002609583;29.80667103;0.002673827;27.16869728;0.003059739;25.01446391;0.003431424;23.22316418;0.003792435;21.7095263;0.004145279;20.41195589;0.004491768;19.28505507;0.004833237;18.29476322;0.005170688;17.41511876;0.005504885;16.62605159;0.005836418;15.91184749;0.006165749;15.26006023;0.006493245;14.66072821;0.006819197;14.10580181;0.007143844;13.58871911;0.007467377;13.1040876;0.007789956;12.64744258;0.008111712;12.21506193;0.008432754;11.8038226;0.008753174;11.41108849;0.00907305;11.03462207;0.009392448;10.67251418;0.009711423;10.32312779;0.010030025;9.985052797;0.010348293;9.657069227;0.010666265;9.338117307;0.010983971;9.027272853;0.011301438;8.723726966;0.011618691;8.426769193;0.01193575;8.13577349;0.012252634;7.850186464;0.012569359;7.56951748;0.012885939;7.021236071;0.013518715;6.48797205;0.01415105;5.967352352;0.014783012;5.457454857;0.015414659;4.95670932;0.016046037;4.463822799;0.016677184;4.219984197;0.016992681;3.977722894;0.017308132;3.736932148;0.017623539;3.2;"	0";"	2.034285714";"	0.016835156";"	0.868571429";"	0.033670313";"	0.461886792";"	0.050505469";"	0.434716981";"	0.067340625";"	0.40754717";"	0.084175781";"	0.380377358";"	0.101010938";"	0.353207547";"	0.117846094";"	0.326037736";"	0.13468125";"	0.298867925";"	0.151516406";"	0.271698113";"	0.168351563";"	0.244528302";"	0.185186719";"	0.217358491";"	0.202021875";"	0.190188679";"	0.218857031";"	0.163018868";"	0.235692188";"	0.135849057";"	0.252527344";"	0.108679245";"	0.2693625";"	0.081509434";"	0.286197656";"	0.054339623";"	0.303032813";"	0.027169811";"	0.319867969";0;0;0.001849843;0.001598582;0.012162867;0.001784216;0.030728514;0.001978339;0.057343155;0.002180742;0.091809804;0.002391222;0.133937851;0.002609583;0.147784271;0.002673827;0.223207746;0.003059739;0.284800386;0.003431424;0.33601623;0.003792435;0.379293321;0.004145279;0.416392731;0.004491768;0.448612452;0.004833237;0.476926324;0.005170688;0.502076629;0.005504885;0.524637197;0.005836418;0.545057323;0.006165749;0.563692861;0.006493245;0.580828628;0.006819197;0.596694775;0.007143844;0.611478915;0.007467377;0.625335229;0.007789956;0.638391369;0.008111712;0.650753756;0.008432754;0.662511682;0.008753174;0.673740517;0.00907305;0.684504234;0.009392448;0.694857422;0.009711423;0.704846882;0.010030025;0.714512934;0.010348293;0.723890458;0.010666265;0.733009753;0.010983971;0.741897245;0.011301438;0.75057606;0.011618691;0.759066511;0.01193575;0.767386498;0.012252634;0.775551843;0.012569359;0.783576574;0.012885939;0.791473164;0.013202387;0.799252731;0.013518715;0.806925214;0.013834933;0.814499518;0.01415105;0.821983643;0.014467074;0.829384787;0.014783012;0.836709446;0.015098872;0.843963492;0.015414659;0.851152244;0.01573038;0.858280529;0.016046037;0.865352737;0.016361638;0.872372866;0.016677184;0.879344563;0.016992681;0.886271163;0.017308132;0.893155718;0.017623539;0.900001026;0.017938906;0.906809655;0.018254235;0.913583969;0.018569528;0.920326141;0.018884789;0.927038179;0.019200019;0.933721932;0.019515219;0.940379112;0.019830393;0.947011304;0.02014554;0.953619974;0.020460664;0;"	0";"	0.364285714";"	0.016835156";"	0.728571429";"	0.033670313";"	0.855660377";"	0.050505469";"	0.864150943";"	0.067340625";"	0.872641509";"	0.084175781";"	0.881132075";"	0.101010938";"	0.889622642";"	0.117846094";"	0.898113208";"	0.13468125";"	0.906603774";"	0.151516406";"	0.91509434";"	0.168351563";"	0.923584906";"	0.185186719";"	0.932075472";"	0.202021875";"	0.940566038";"	0.218857031";"	0.949056604";"	0.235692188"
